Y,X1,X2,X3
36866800,185,848,235
172355040,715,372,648
169236496,884,458,418
657912,474,694,2
4107636,78,402,131
177426600,989,230,780
1953600,440,10,444
124515360,410,432,703
42126,34,3,413
22336032,113,426,464
74907168,166,476,948
60058260,262,283,810
133038950,439,319,950
96289552,419,848,271
12775230,390,183,179
59383170,418,861,165
118014400,287,514,800
293399568,693,563,752
37822059,681,561,99
85196664,522,609,268
36213870,210,671,257
31291200,800,477,82
216884096,704,578,533
48454560,165,483,608
143418024,498,466,618
95989740,140,789,869
105489168,944,579,193
23679400,788,601,50
221722704,504,969,454
417977580,870,893,538
389968128,552,792,892
92829840,345,502,536
415628400,550,851,888
63291150,349,650,279
177811152,879,269,752
23415480,440,73,729
129260465,941,415,331
323380,380,23,37
90232920,603,870,172
772633176,916,931,906
163423260,907,819,220
76975158,107,802,897
9802290,570,593,29
233220708,567,604,681
55510620,557,110,906
169755432,308,582,947
117673612,652,437,413
298807300,836,725,493
82063108,467,446,394
191090256,552,626,553
42751940,220,497,391
19044480,109,210,832
31094895,65,881,543
69118917,683,553,183
3355275,77,105,415
1199008,842,16,89
341467875,993,375,917
141205163,473,613,487
16076556,531,348,87
887040,210,11,384
271171705,749,703,515
64231398,766,231,363
92757432,724,163,786
752940,3,356,705
150488624,374,949,424
269621352,754,693,516
178176,29,96,64
4389264,163,68,396
458874408,582,878,898
81967324,317,509,508
31007745,687,885,51
47386440,970,828,59
64367764,191,692,487
108173955,443,669,365
5003100,981,6,850
13661874,258,57,929
181693238,463,874,449
6112350,102,141,425
172999008,728,483,492
28709520,80,483,743
71540392,706,308,329
57879192,158,623,588
395152896,592,816,818
362128065,689,947,555
522446808,962,668,813
75301772,283,442,602
316371616,992,367,869
26181496,946,374,74
8221428,94,258,339
178972500,974,294,625
74420584,263,434,652
46249504,94,644,764
667529352,882,862,878
7041723,51,817,169
60742032,313,933,208
473025,35,85,159
3052008,291,38,276
20451600,95,240,897
31260060,610,219,234
3907008,408,21,456
145487700,300,771,629
292264074,723,757,534
144729486,573,979,258
325882900,415,790,994
19818162,981,39,518
71178210,426,705,237
640886196,762,986,853
646894080,882,764,960
56776368,176,879,367
88294912,331,521,512
470080776,781,744,809
185596752,696,713,374
4990860,699,21,340
61501440,768,880,91
53119144,184,419,689
85484322,363,294,801
63273070,994,439,145
262866912,827,462,688
264660,401,6,110
61291230,157,462,845
457293750,841,725,750
53419260,893,997,60
10850400,150,548,132
199582704,723,972,284
377339688,846,682,654
118488640,947,136,920
265585794,519,773,662
35425250,217,250,653
13564644,669,137,148
241327296,426,672,843
99761625,835,531,225
7068600,825,357,24
28855800,115,340,738
7828289,49,203,787
136468545,955,437,327
133937980,341,820,479
237303248,364,698,934
32561568,312,892,117
27286020,148,241,765
10368400,575,161,112
200684385,495,963,421
5022080,118,224,190
205945740,635,756,429
3661464,122,122,246
35648760,259,740,186
40079466,961,662,63
29865264,494,132,458
42930594,959,829,54
120874560,370,656,498
704621720,985,968,739
83326464,642,768,169
21385728,336,442,144
37075752,339,372,294
22377762,373,202,297
226914150,773,475,618
924728,98,28,337
62220000,255,500,488
475868250,675,935,754
40821964,86,607,782
56804388,188,453,667
45077604,723,286,218
24251136,104,336,694
43702480,752,197,295
402517857,983,777,527
671694300,877,828,925
95197466,718,403,329
33986889,603,157,359
39505470,397,930,107
6917400,216,75,427
300453300,757,756,525
7038400,830,80,106
6546400,668,35,280
205999200,425,648,748
157054446,582,293,921
109882002,834,367,359
543471280,880,701,881
620340,147,211,20
120595200,960,571,220
12100844,214,98,577
205702080,752,940,291
94483368,678,294,474
204481368,606,819,412
36059992,446,493,164
197122068,484,767,531
296469360,747,440,902
23379408,216,362,299
13167000,420,285,110
431439633,577,753,993
52521984,576,656,139
45725784,466,629,156
1173040,473,620,4
302379264,776,864,451
133704088,518,746,346
207757664,296,908,773
90959232,672,274,494
8860020,481,614,30
103073100,535,285,676
269150742,927,669,434
1362960,40,54,631
211244544,413,999,512
100367631,549,533,343
306882620,844,601,605
532715920,755,836,844
74276700,332,471,475
261797998,418,683,917
40705275,975,503,83
23184900,831,62,450
66295680,645,292,352
8639680,29,392,760
176000,440,80,5
83629826,329,853,298
18219600,252,723,100
3607252,22,638,257
269660160,616,912,480
269583552,912,621,476
39668958,889,201,222
11306592,18,664,946
145470078,897,906,179
835812,109,426,18
170040576,912,344,542
3840576,964,48,83
3108510,45,87,794
1725570,747,154,15
27634500,90,575,534
27441024,416,956,69
63326547,251,867,291
75513780,947,886,90
45868820,706,365,178
79436270,619,313,410
194429184,768,383,661
370772640,603,720,854
25275240,435,269,216
81757375,419,875,223
156631636,329,694,686
207294354,414,853,587
44891301,169,417,637
130994160,638,590,348
6088764,193,66,478
126567252,502,621,406
3226770,333,38,255
6322470,22,357,805
32871780,387,310,274
122199675,933,845,155
280994508,387,996,729
559225485,735,819,929
517912695,937,865,639
3501080,55,146,436
107699778,694,387,401
234533208,364,667,966
77132286,638,399,303
332543232,928,504,711
4270424,116,79,466
22210848,492,152,297
217107000,935,600,387
1172640,160,349,21
105372176,586,338,532
191949120,240,913,876
12563980,382,286,115
166066992,966,174,988
352952127,473,953,783
292944600,405,845,856
442237710,618,835,857
28722624,43,784,852
8990496,372,228,106
82471890,382,555,389
249834942,749,783,426
84093747,131,697,921
32975280,234,542,260
15785945,301,85,617
25382392,887,49,584
333928000,875,536,712
363390300,390,986,945
1177600,256,575,8
544838580,793,990,694
63769749,479,597,223
2908700,295,986,10
253170000,485,1000,522
157363800,452,550,633
24385480,218,238,470
177573440,220,827,976
80537688,146,693,796
101022976,668,556,272
144978876,438,333,994
30175164,202,774,193
12945600,24,930,580
32919744,242,416,327
49800480,204,340,718
12520860,122,933,110
192105480,883,296,735
128120928,894,208,689
20334600,198,650,158
78042818,371,269,782
26344890,253,178,585
89151300,318,801,350
60043588,121,947,524
467628804,834,827,678
17210620,70,269,914
145483380,206,855,826
266104944,612,586,742
437551488,876,946,528
18684120,145,182,708
5892270,997,15,394
329777322,867,538,707
184166304,392,833,564
202257,681,11,27
206761893,677,533,573
32564840,770,388,109
231686838,678,387,883
22116864,272,308,264
9648000,80,150,804
730216,1,776,941
65703267,441,389,383
213294942,406,807,651
41675864,956,142,307
6817250,134,275,185
371070756,791,747,628
63935730,243,415,634
157650885,795,497,399
12339360,492,60,418
7804500,75,860,121
113857500,375,646,470
207566450,490,637,665
29130420,506,606,95
6329232,69,624,147
29816544,62,699,688
564274100,772,865,845
7321251,933,19,413
138938368,512,358,758
96455840,416,587,395
24163405,329,185,397
68516280,530,756,171
358037070,470,937,813
124846722,861,338,429
9047520,610,24,618
21073860,846,530,47
9937095,293,399,85
568305920,697,980,832
374641680,538,840,829
30234624,296,256,399
187537538,713,347,758
215318600,415,952,545
110770728,283,694,564
87874848,404,513,424
49451496,454,116,939
12616604,299,274,154
8606000,650,40,331
551181267,559,987,999
46587378,578,401,201
19984056,69,883,328
43642368,64,924,738
24318336,109,996,224
25268760,990,709,36
43986852,926,78,609
373617024,561,704,946
298560236,853,508,689
65079168,112,781,744
385465311,763,567,891
63128502,898,657,107
125747160,434,660,439
5600288,304,151,122
10520460,277,211,180
347860305,507,965,711
170739309,313,591,923
1157625,7,375,441
17232152,46,476,787
191530800,641,360,830
42140000,860,125,392
50597722,742,703,97
72754830,89,930,879
22982016,384,617,97
15288000,560,52,525
20657680,218,460,206
60060672,399,512,294
432609453,963,983,457
334502670,746,501,895
244890504,498,953,516
11698830,909,286,45
33229350,441,137,550
4401040,542,580,14
350941344,676,669,776
397180448,733,826,656
293591358,774,681,557
8954968,841,484,22
59352678,726,687,119
68955040,110,812,772
1360860,30,613,74
3266100,19,900,191
2521260,20,483,261
24593768,773,164,194
116789442,469,294,847
605833620,798,961,790
176018688,482,576,634
77540722,577,406,331
40849110,174,333,705
41439762,351,937,126
266162260,895,602,494
15870426,106,429,349
957600,95,180,56
5041750,70,335,215
401247792,822,946,516
534240,42,20,636
280524816,297,988,956
6853695,233,111,265
13097748,257,186,274
264673266,429,778,793
483215616,676,876,816
95796480,832,570,202
148626000,500,414,718
35687806,131,638,427
12953150,622,595,35
28432778,502,271,209
573452369,917,809,773
10588750,125,86,985
52486056,406,266,486
133095424,352,896,422
551765895,645,881,971
10360194,317,838,39
147743675,379,775,503
4805850,199,161,150
181454364,546,998,333
18560256,416,312,143
26996340,57,476,995
36881358,877,163,258
3741990,206,519,35
15576704,104,253,592
8937800,670,20,667
203715790,769,295,898
103042576,238,598,724
61269376,236,532,488
2874165,5,883,651
555072,177,14,224
5760720,432,21,635
8044740,60,717,187
671717655,885,987,769
443408128,944,947,496
381519354,874,681,641
19880712,36,838,659
9139936,208,346,127
20380620,29,884,795
48195000,90,612,875
1087940,409,4,665
206072775,675,397,769
100938240,337,512,585
17447685,115,309,491
95103528,377,457,552
14538744,594,58,422
1976741,689,151,19
183171600,510,410,876
118524,332,7,51
287692548,718,934,429
62829000,390,537,300
205405440,894,359,640
62737701,753,493,169
269853480,529,585,872
41983455,339,155,799
672894112,752,979,914
152199443,821,209,887
750439890,810,933,993
652608450,975,843,794
46104630,130,977,363
81177220,842,310,311
14546254,373,527,74
70405580,830,146,581
157607100,700,269,837
112856636,163,967,716
472062995,733,755,853
133140600,458,342,850
28906755,367,295,267
422573760,840,548,918
187910592,262,744,964
68594994,677,234,433
2944500,25,151,780
48722175,131,855,435
23519176,881,376,71
42762240,960,232,192
30532086,279,598,183
6232800,530,840,14
380359530,765,519,958
248187240,540,706,651
241310160,377,720,889
186404160,843,691,320
226208578,974,271,857
350505589,977,371,967
267751440,528,531,955
511331328,904,576,982
371661615,657,967,585
1678460,631,140,19
4463355,141,487,65
24150672,234,388,266
79085160,396,630,317
94657122,642,357,413
8421732,27,556,561
369816148,871,716,593
32307660,630,99,518
2156700,910,5,474
44220960,428,504,205
125544384,194,756,856
216897912,693,567,552
22663872,657,98,352
560141736,836,903,742
1935984,761,3,848
2576900,353,25,292
24696000,126,245,800
153050220,526,366,795
450818784,612,787,936
18443264,124,896,166
148018800,920,519,310
569679290,613,934,995
77056800,331,600,388
259602447,533,537,907
206407796,343,713,844
1840160,434,212,20
276885378,906,539,567
22998528,868,184,144
260035750,325,899,890
1722600,220,90,87
10696672,901,14,848
61152384,128,489,977
117972624,541,924,236
156495750,635,795,310
305142012,654,529,882
30193072,91,712,466
403199489,557,833,869
73233930,294,647,385
43298640,120,426,847
1266870,6,605,349
134535648,344,598,654
250524852,348,799,901
67769646,706,653,147
14744499,781,217,87
39218496,856,83,552
105990348,851,642,194
13872000,204,170,400
16789812,26,974,663
12061790,730,41,403
149943871,283,539,983
3625388,31,338,346
70147616,332,308,686
299735993,527,937,607
235182360,940,851,294
411807032,689,821,728
459342000,650,906,780
326751900,510,790,811
249461676,354,771,914
333090500,670,610,815
367319680,442,848,980
17246880,435,472,84
51282387,177,323,897
1347794,17,98,809
96159752,794,137,884
33703200,302,240,465
86173500,210,566,725
13678575,725,331,57
2916648,643,12,378
141880053,707,443,453
328735086,622,723,731
4361826,41,357,298
22124400,150,179,824
143244720,799,830,216
48300300,135,534,670
566616960,910,752,828
13300430,131,710,143
204581272,916,301,742
46930818,509,381,242
232089273,923,417,603
31914400,200,164,973
14251984,34,604,694
44625425,85,533,985
16628976,78,216,987
146932500,286,750,685
52450560,174,628,480
45058019,101,853,523
15140928,528,214,134
6084897,217,719,39
111439328,994,637,176
102004812,963,582,182
108374400,852,424,300
25762230,117,227,970
44051040,162,618,440
42695145,219,615,317
49280163,643,177,433
134723526,987,982,139
15312598,721,37,574
215210160,870,264,937
18653360,517,820,44
49079652,179,438,626
47178900,445,570,186
45770346,787,162,359
24945800,782,55,580
14487165,791,45,407
4840680,214,145,156
218335232,589,512,724
66573936,572,244,477
527076,242,9,242
14142064,472,142,211
160406400,880,434,420
715065195,933,907,845
176606160,430,872,471
389617104,509,862,888
30247459,121,547,457
19010376,324,889,66
63679824,754,414,204
470137444,812,983,589
45588000,500,232,393
17489439,33,727,729
75486528,593,272,468
196079616,788,864,288
159358545,477,613,545
34047552,176,294,658
99216120,930,358,298
19812800,122,928,175
146015883,793,499,369
39425400,294,180,745
28363048,322,722,122
10393812,39,673,396
329274462,566,671,867
149455000,500,842,355
3754080,55,948,72
88990720,382,832,280
149206200,330,481,940
439205440,944,860,541
75744375,87,995,875
65510592,617,112,948
16307280,87,440,426
454205518,598,953,797
1762866,14,153,823
316321362,777,567,718
25311748,241,121,868
206323200,597,384,900
13409550,86,385,405
110083680,335,504,652
81593528,668,778,157
150539319,553,609,447
52946920,233,494,460
37436482,542,239,289
185827752,466,627,636
1198908,4,459,653
127587620,179,785,908
199457244,557,609,588
90917204,551,166,994
7695150,305,841,30
103135680,864,346,345
233140912,386,733,824
269235408,412,852,767
600090568,932,814,791
2952576,792,8,466
104952960,168,822,760
3055059,63,71,683
783156,349,34,66
15745224,228,73,946
514168200,949,900,602
497188962,831,774,773
112890240,564,834,240
286683960,723,431,920
206038504,406,878,578
258337485,945,461,593
303618700,385,917,860
55590744,344,177,913
405264296,919,796,554
21691000,545,200,199
141014520,540,613,426
104674,263,199,2
113597640,310,972,377
70935624,116,641,954
211828600,895,970,244
196431984,656,873,343
29555752,502,164,359
22484115,765,291,101
11788215,93,251,505
74251023,987,77,977
159537224,634,418,602
157652560,964,481,340
49210392,859,186,308
1752780,5,892,393
525111436,862,874,697
1539120,212,20,363
48348300,770,897,70
1294785,695,69,27
517897930,869,977,610
68271390,127,990,543
3357354,39,946,91
483661584,492,996,987
13031640,90,212,683
105196640,835,992,127
302740965,401,855,883
122673360,843,856,170
73522680,654,803,140
178775136,548,552,591
62377182,289,378,571
34958976,298,564,208
651140109,801,853,953
106355340,301,468,755
179957184,613,834,352
483794500,658,865,850
23094432,102,636,356
115993620,870,162,823
20961408,544,507,76
210092256,996,408,517
246934716,276,931,961
123902800,548,595,380
386361360,770,909,552
427201260,597,740,967
63681660,991,540,119
214589952,768,342,817
32909032,202,169,964
59017040,947,190,328
104265400,251,775,536
67215060,747,110,818
309710520,577,710,756
21632975,175,257,481
10051000,115,100,874
1159880,20,542,107
37051938,231,399,402
113989932,322,831,426
96962544,214,651,696
3133678,47,901,74
144009360,363,720,551
359922,223,3,538
343559060,710,962,503
5160078,714,11,657
270723915,553,645,759
14259375,45,625,507
195808080,647,390,776
110207552,508,596,364
18410184,221,267,312
231132000,660,824,425
70098336,319,872,252
403370676,866,687,678
497631840,992,795,631
30491400,571,60,890
83249320,770,604,179
65392362,302,441,491
254365232,737,814,424
13712768,149,719,128
9979585,35,529,539
36741120,368,160,624
36611676,207,306,578
5848992,12,552,883
36574650,683,175,306
83577450,814,111,925
338216758,607,946,589
36860480,907,127,320
12286575,261,175,269
11142160,158,328,215
90003576,717,142,884
1532790,135,14,811
301499328,796,607,624
48241592,749,776,83
39502624,122,392,826
43906440,762,86,670
92527226,209,986,449
99212064,786,184,686
320058116,823,646,602
53305344,432,128,964
1209264,427,16,177
208018155,815,571,447
231798672,668,486,714
25573405,47,761,715
213745812,489,469,932
114099195,609,371,505
515055388,668,919,839
12092525,17,925,769
107274,941,2,57
83159370,490,173,981
21407760,108,212,935
26279343,597,657,67
59529600,780,848,90
291417231,743,399,983
188481363,683,773,357
92378475,735,735,171
285034736,691,812,508
11668480,530,43,512
26691000,150,217,820
221653734,878,309,817
13844160,552,418,60
129039372,308,531,789
478321200,855,945,592
83125732,541,359,428
7864290,657,126,95
37950000,375,550,184
1129304,44,82,313
135563400,742,290,630
37723680,690,272,201
12547368,761,687,24
230951520,277,864,965
29104830,45,662,977
43572330,695,81,774
16843200,363,725,64
176690910,638,555,499
87580332,434,202,999
195991950,781,478,525
290412540,645,758,594
19516376,958,463,44
264735900,825,748,429
4659525,225,27,767
20434878,503,111,366
6955098,186,613,61
88069464,628,441,318
14563736,88,991,167
398198070,666,985,607
24343522,437,346,161
556463068,994,634,883
3859680,473,51,160
18456336,423,202,216
77381940,674,445,258
15190500,25,820,741
350426280,654,734,730
14483700,330,285,154
499789152,717,848,822
5364768,141,656,58
36281560,692,535,98
56142240,124,840,539
80942130,717,355,318
3689000,476,10,775
55497860,340,209,781
42758244,177,492,491
95871636,276,357,973
282837872,811,614,568
162443616,664,551,444
49322000,520,271,350
74983328,406,776,238
105987112,952,349,319
172059552,981,288,609
7720076,364,127,167
12467426,149,107,782
196001276,883,263,844
287578400,664,610,710
25905264,168,473,326
13247712,807,171,96
13685960,158,305,284
128136330,837,315,486
28020960,638,60,732
325726128,636,804,637
10902762,806,167,81
110686792,856,191,677
55794375,225,545,455
85454352,648,709,186
16236800,688,590,40
9754277,101,299,323
292485,527,555,1
232379590,991,655,358
85544130,597,322,445
9593385,821,15,779
267579375,435,875,703
4408320,164,160,168
257757500,875,715,412
18306540,334,210,261
504063000,635,810,980
97247592,971,856,117
19184880,312,946,65
389101920,488,822,970
1561875,125,35,357
6393504,872,141,52
440016,6,103,712
44497404,63,852,829
504240,66,10,764
61898470,461,926,145
77993916,903,604,143
209641440,724,760,381
36798608,952,251,154
741371085,919,819,985
93309090,595,177,886
26476980,916,705,41
286488360,744,645,597
188395272,934,234,862
204820800,601,400,852
119199808,844,208,679
143736322,982,197,743
15851968,178,253,352
179064414,501,839,426
25259416,119,628,338
447001434,697,902,711
74140165,545,149,913
197260272,606,411,792
439344,452,9,108
176210268,733,871,276
58967184,304,249,779
203373616,563,856,422
98342464,857,326,352
71572464,522,348,394
19240,13,185,8
581594880,974,933,640
52650000,650,375,216
3302640,417,44,180
68819520,784,308,285
153463590,534,391,735
288171200,926,800,389
439512975,571,825,933
94346000,161,586,1000
95735200,920,215,484
353138016,968,516,707
7202277,243,107,277
44987712,816,358,154
17977680,246,696,105
103313196,406,422,603
22701312,668,531,64
641562405,993,935,691
15032955,245,113,543
20765160,468,261,170
83100864,484,584,294
20699816,437,248,191
61637240,595,184,563
5048040,177,620,46
135791040,968,835,168
53869360,590,101,904
60093096,318,238,794
1405593,333,63,67
81427968,123,768,862
274118940,740,521,711
300076672,568,623,848
143711100,325,639,692
293652135,567,677,765
92702394,821,369,306
661657984,949,832,838
72788625,395,225,819
131718076,287,518,886
1350048,861,7,224
11177700,740,265,57
509288,664,59,13
144215036,514,343,818
108899010,951,330,347
41570256,186,728,307
36321480,169,995,216
263612232,684,793,486
2398032,91,72,366
41845120,755,128,433
21373000,1000,737,29
8121300,535,60,253
298246293,729,599,683
104957775,443,243,975
4126752,356,63,184
363537720,630,702,822
45330194,637,299,238
575299347,879,703,931
561650,47,50,239
42138200,100,494,853
133272864,197,783,864
483823808,884,866,632
65472660,165,516,769
29403108,483,76,801
14491260,210,371,186
1113444,2,942,591
116963,343,341,1
134182224,604,612,363
5791500,55,260,405
14988360,730,348,59
7979608,194,113,364
339391888,752,461,979
103582050,429,439,550
7886232,578,758,18
223845944,358,652,959
93808260,249,690,546
3066000,14,500,438
901394,937,13,74
42172416,512,117,704
129987396,847,378,406
136070592,336,739,548
43708360,398,170,646
1599630,213,10,751
58226688,384,432,351
272553288,686,452,879
402011512,629,707,904
479605867,767,713,877
32535993,301,789,137
16021902,569,78,361
36207405,65,897,621
356170422,691,951,542
38806176,789,53,928
462563353,791,697,839
108876460,610,427,418
7525224,18,474,882
130032595,469,355,781
119657668,562,494,431
154498176,816,552,343
343664436,851,461,876
27236304,72,941,402
41154190,209,970,203
195690396,878,726,307
5215392,48,546,199
95479958,469,743,274
95217150,885,290,371
15024960,48,846,370
283745280,637,768,580
33386112,128,657,397
934799164,997,988,949
337550070,759,622,715
278517120,736,901,420
459570176,632,874,832
13953600,36,456,850
40074372,621,68,949
157862520,894,981,180
74228592,398,228,818
50868552,394,159,812
9207744,224,527,78
66857856,624,236,454
474768,4,252,471
204746850,475,693,622
67846104,248,339,807
27849552,824,786,43
37423932,797,129,364
28665000,75,650,588
43635546,522,179,467
375537720,620,942,643
225729590,601,710,529
160863340,916,515,341
596672220,942,970,653
47205600,255,208,890
112532112,612,199,924
112123800,746,501,300
16788447,611,639,43
206467800,385,984,545
87565452,372,247,953
52270080,984,415,128
445413668,574,986,787
126360000,972,500,260
440650584,684,946,681
34685700,995,166,210
523415800,761,724,950
18277926,281,293,222
120704850,723,225,742
35146793,103,737,463
4190472,78,121,444
171606330,238,735,981
31262720,512,71,860
76534164,303,388,651
3912442,19,691,298
211610475,765,683,405
200637372,796,897,281
136284720,228,988,605
447171039,933,787,609
210395493,957,361,609
2324070,98,279,85
6825156,804,13,653
13815088,173,217,368
171532160,860,271,736
21939372,117,518,362
349847632,842,622,668
35475330,193,330,557
4477122,247,106,171
97953700,755,260,499
183808896,761,384,629
166172552,463,728,493
409788792,644,954,667
64554336,616,246,426
184174128,241,976,783
68816896,256,634,424
298627940,991,305,988
2123583,29,951,77
232241100,543,658,650
95659676,764,217,577
16950285,849,605,33
17995884,926,79,246
21391150,437,110,445
12577320,42,805,372
160993008,982,396,414
57964725,745,399,195
245356146,553,471,942
242104620,877,430,642
39683280,728,138,395
71667288,837,139,616
107335506,409,382,687
64816752,182,836,426
299151930,854,965,363
112180845,551,277,735
12759648,352,129,281
240014016,594,552,732
341885544,642,931,572
24076800,76,792,400
175664160,999,280,628
22968720,38,690,876
8210020,694,70,169
56512148,473,251,476
60883760,464,805,163
167648,338,62,8
134019200,386,560,620
129493350,579,497,450
35612555,583,95,643
166630083,757,921,239
106374609,341,759,411
6547910,290,67,337
46439800,760,101,605
16469145,495,49,679
51577552,842,589,104
34121230,715,223,214
159368352,752,494,429
166714200,738,251,900
68059440,389,648,270
55756260,204,411,665
15662262,77,406,501
63866044,347,517,356
326898940,590,898,617
32093815,877,65,563
68283475,727,221,425
391460230,469,874,955
44485336,196,802,283
24823260,231,540,199
78471680,896,755,116
1371150,277,165,30
73631592,398,571,324
844987,13,311,209
27059469,433,111,563
1155600,2,675,856
2238190,103,82,265
275578690,487,710,797
75008808,746,133,756
2742916,209,193,68
537244464,669,848,947
5991040,10,704,851
440404839,657,917,731
280224000,840,834,400
267874464,507,608,869
195839104,724,428,632
3289755,51,665,97
24069981,463,93,559
233797536,774,434,696
29233710,374,81,965
98686980,735,201,668
24048220,53,463,980
186387124,913,322,634
53907120,270,236,846
62148530,851,134,545
279774,9,471,66
60891750,775,873,90
40020992,704,76,748
126567980,490,649,398
50973300,651,100,783
7635264,456,46,364
14839285,863,19,905
195577326,311,713,882
28884544,416,466,149
56231920,956,85,692
213013927,511,791,527
138205440,744,720,258
22908000,125,368,498
412040160,861,997,480
135193656,923,718,204
3118752,21,204,728
57159432,729,81,968
214695000,734,468,625
223792968,443,651,776
2620620,15,422,414
34203768,804,478,89
196305669,261,773,973
9455460,958,47,210
26156592,882,674,44
50492728,506,404,247
21143808,483,64,684
14004380,883,305,52
74421648,731,808,126
336385500,660,925,551
49276557,253,323,603
52994004,866,434,141
75702528,638,927,128
13452852,147,668,137
35059406,391,214,419
97894602,169,918,631
159226080,340,741,632
46960400,185,760,334
86732910,174,855,583
40078850,350,373,307
42532336,92,532,869
556161507,957,921,631
473604800,692,944,725
32109696,652,171,288
589983240,953,660,938
244797280,602,884,460
113622375,285,431,925
24734500,875,382,74
230348907,873,313,843
123829020,697,180,987
297187520,448,905,733
51280320,320,273,587
335240928,522,656,979
124031544,854,931,156
12661600,68,392,475
368301240,795,776,597
13602480,314,120,361
348364800,640,567,960
120900780,286,770,549
11776869,403,153,191
63131904,576,188,583
15168465,871,135,129
17918388,54,661,502
551304,494,2,558
6207740,278,29,770
487257372,882,562,983
28088526,454,123,503
16429842,39,858,491
38200848,188,861,236
75660642,331,918,249
339979992,484,734,957
103252968,927,168,663
5363820,165,602,54
156917208,799,668,294
33055776,109,648,468
31215366,177,969,182
34233750,75,895,510
192125346,889,543,398
591476864,958,877,704
7579392,768,71,139
104633640,139,765,984
12440610,546,35,651
144362568,188,987,778
275735103,609,911,497
2005704,89,313,72
25765024,926,94,296
26708528,98,326,836
364048020,486,870,861
1639440,253,120,54
30620170,610,707,71
55938432,418,272,492
11168892,23,564,861
131204880,276,570,834
131853480,606,253,860
114649344,873,684,192
3802050,51,497,150
48031500,250,451,426
275060578,953,653,442
10375900,95,860,127
132567722,322,761,541
768078,2,601,639
614791242,909,897,754
17314890,821,285,74
33338844,211,396,399
23661792,97,462,528
19995696,239,84,996
392043384,774,556,911
34627296,352,121,813
1658624,64,589,44
112155120,154,952,765
36468312,347,348,302
72919440,363,744,270
152239320,474,606,530
208019106,967,333,646
4027094,113,103,346
131381193,961,687,199
159409998,279,787,726
606720,20,32,948
35010360,630,421,132
149193700,745,340,589
55859778,598,321,291
26981028,474,179,318
57545250,125,678,679
10604604,29,983,372
29964384,632,878,54
9713088,56,264,657
199563000,250,884,903
205513848,538,486,786
88249040,748,347,340
382296876,642,962,619
4333650,167,75,346
28366195,143,409,485
18341856,72,598,426
151680375,765,515,385
9754325,401,695,35
5744112,176,69,473
161292852,699,861,268
55962264,257,633,344
31890320,616,167,310
53000142,62,953,897
22883952,104,507,434
208263510,910,531,431
233316237,581,849,473
15658850,106,311,475
15942752,691,721,32
126665344,416,326,934
29944000,985,320,95
96762155,665,227,641
590942925,911,775,837
400664,22,628,29
441533248,806,608,901
376732620,522,810,891
47264913,969,213,229
409741410,645,689,922
12664344,132,979,98
142543470,205,867,802
123804016,811,232,658
190475038,613,629,494
50689520,67,980,772
318942232,812,554,709
512225472,704,849,857
226971360,828,616,445
304816680,406,873,860
39731784,148,303,886
91872480,739,259,480
72244220,85,862,986
101023008,831,262,464
11319288,19,824,723
40295178,126,363,881
386431584,857,924,488
612808,8,217,353
253145436,482,969,542
23267712,767,48,632
50867712,112,664,684
74482848,864,187,461
27803094,321,254,341
12042432,303,621,64
772520,20,178,217
34245852,206,538,309
148470861,737,371,543
328277176,878,844,443
154243748,958,223,722
45721728,936,172,284
190534890,455,426,983
17156811,919,21,889
288312080,931,560,553
79704576,353,896,252
1793961,19,351,269
95169735,185,783,657
27922878,921,978,31
76092720,205,407,912
158789760,382,866,480
118408342,281,494,853
312153426,729,559,766
322968800,800,539,749
22619520,240,252,374
37620456,114,782,422
226852164,297,882,866
426419073,631,729,927
61426134,869,714,99
2741254,151,58,313
694107624,879,956,826
397231252,566,803,874
27208825,35,905,859
80002890,405,246,803
73083153,663,911,121
5765144,764,343,22
289285056,408,744,953
199893726,853,282,831
87321003,413,473,447
14767424,112,277,476
410432,53,64,121
4271280,65,148,444
40072900,524,161,475
62073912,152,691,591
148332288,996,416,358
51626652,66,947,826
594460944,756,814,966
63567768,418,551,276
161607117,697,427,543
25731860,980,31,847
362265696,827,936,468
55199872,196,677,416
160199676,711,364,619
305424056,812,469,802
479768850,941,927,550
43682848,643,772,88
425642175,945,757,595
506246400,704,799,900
154462128,604,633,404
20801427,577,61,591
1919568,174,56,197
17750880,587,480,63
44696250,870,685,75
29056368,974,113,264
159537280,956,596,280
63550656,368,738,234
1609790,305,26,203
59062080,510,176,658
144453942,233,801,774
34943664,537,581,112
348360783,529,681,967
34144238,467,278,263
122992128,256,558,861
570087452,641,986,902
364660912,694,616,853
571743360,960,807,738
2115840,19,928,120
78843600,792,362,275
59068944,132,534,838
343039320,702,922,530
311161675,583,577,925
27609120,480,77,747
11373408,612,202,92
121373760,717,460,368
62027856,229,684,396
30270240,55,588,936
383255946,674,943,603
82833912,886,318,294
29575308,834,298,119
405956600,740,595,922
63068570,389,523,310
56261394,114,497,993
81103130,155,659,794
35154650,215,394,415
58988776,301,748,262
306878,37,13,638
28980,805,4,9
2520114,527,797,6
49857312,239,848,246
426456875,949,719,625
108766944,494,556,396
586572792,964,807,754
11078718,127,469,186
118205910,394,885,339
444443274,863,561,918
398215840,968,614,670
255373794,426,741,809
4134897,39,599,177
92959944,561,308,538
47771266,634,151,499
402333750,585,750,917
172045440,420,502,816
